open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,region,municipality,settlement,whitespot,zip_code,download_kbit,upload_kbit,ping_ms,lte_rsrp,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength,speed_test_duration_ms,cell_id,lac,tags,tcp_open,tcp_total,udp_open,udp_total,packet_loss_down,packet_loss_up,peak_down_kbit,peak_up_kbit
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,O27ba7622-bcad-4a09-9b00-abf28bf64093,2015-06-01 04:37:34,3G/4G,3G/4G,49.07196683,17.45947981,gps,4.0,,,,,,20836,1901,29.4291,,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,true,-83,7235969.219,266130828,24676,{411},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,O27ba7622-bcad-4a09-9b00-abf28bf64093,2015-06-01 04:37:34,3G/4G,3G/4G,49.07196683,17.45947981,gps,4.0,,,,,,20836,1901,29.4291,,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,true,-83,7235969.219,266130827,24676,{411},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,O27ba7622-bcad-4a09-9b00-abf28bf64093,2015-06-01 04:37:34,3G/4G,3G/4G,49.07196683,17.45947981,gps,4.0,,,,,,20836,1901,29.4291,,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,true,-83,7235969.219,266113321,24676,{411},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,O27ba7622-bcad-4a09-9b00-abf28bf64093,2015-06-01 04:37:34,3G/4G,3G/4G,49.07196683,17.45947981,gps,4.0,,,,,,20836,1901,29.4291,,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,true,-83,7235969.219,17981197,65534,{411},,,,,,,,
Pc4f4a5b1-5e66-4eb2-b799-b83ddb3d0b1f,Oe4cbd755-1136-47e8-8ec1-71f083afac54,2015-06-01 04:43:40,WLAN,WLAN,49.492349234923495,17.964912280701753,,5.0,,,,,,3358,365,15.78068,,CZ.NIC,7,3,iOS,iPhone 5,1.3.8,,,,nat_local_to_public_ipv4,6740,213.235.72,,,false,,7224772.918,,,{},,,,,,,,
P46762655-3a49-4f96-9486-c551b718950c,O34daaef9-4bb3-4ec6-ad59-e35e1e0ba5cf,2015-06-01 04:45:40,WLAN,WLAN,50.0112198,13.9479423,network,37.5,,,,,,5495,3675,62.010178,,CZ.NIC,7,3,Android,PMP5297C_QUAD,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,8251,78.108.104,,,false,-70,7224537.262,,,{},,,,,,,,
Pd4d11b55-2109-4c62-b148-db00ecad7511,O7709bbcc-112a-4f07-86e5-6649bcbaf1bc,2015-06-01 04:47:26,WLAN,WLAN,49.964896489648964,14.095816464237517,,65.0,,,,,,17834,15808,6.212636,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,,nat_local_to_public_ipv4,5610,80.188.1,,,false,,7221893.214,,,{},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,Of813a8ed-7b6f-4e84-8af8-a518e15e2439,2015-06-01 04:53:21,4G,LTE,49.09392201,17.31840738,gps,4.0,,,,,,16675,3038,27.184463,-107,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,false,,7224785.536,17984268,47200,{},,,,,,,,
Pb3cb3586-fc57-4a5d-baa0-ba523df594e5,O12403286-c093-4943-9906-d850e16155d9,2015-06-01 04:58:56,4G,LTE,,,,,,,,,,52981,18047,34.607896,-64,CZ.NIC,7,3,Android,Galaxy S4 Mini,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.32,,,false,,7224016.358,27553548,10119,{},,,,,,,,
Pfd004f1a-bcd4-4f94-812f-c2f38c0300f6,O3d1c2060-aabb-437f-9584-110eb646855e,2015-06-01 05:00:10,WLAN,WLAN,50.118811881188115,15.789473684210526,,5.0,,,,,,6530,59,33.81068,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,,nat_local_to_public_ipv4,5610,37.188.235,,,false,,7258727.893,,,{},,,,,,,,
Pfd004f1a-bcd4-4f94-812f-c2f38c0300f6,O84603626-2009-49c5-aab0-9a60957290a4,2015-06-01 05:01:09,WLAN,WLAN,50.11971197119712,15.789473684210526,,10.0,,,,,,176,20,391.62591,,CZ.NIC,7,1,iOS,"iPhone7,2",1.3.8,,,,nat_local_to_public_ipv4,5610,37.188.235,,,false,,7266355.554,,,{},,,,,,,,
Pfd004f1a-bcd4-4f94-812f-c2f38c0300f6,O9601cfa7-6882-4a54-9d86-e266df56628d,2015-06-01 05:04:35,WLAN,WLAN,50.11971197119712,15.789473684210526,,30.0,,,,,,12329,3211,53.632266,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,,nat_local_to_public_ipv4,5610,37.188.235,,,false,,7228272.922,,,{},,,,,,,,
P1004f510-ffbf-4e20-ae5d-80c0ae84e44c,Ob0857a5d-9071-41a2-8839-721560b5ab4e,2015-06-01 05:11:07,3G,UMTS,,,,,,,,,,4496,1552,60.534524,,CZ.NIC,7,3,iOS,iPhone 4s,1.3.8,,,230-01,nat_local_to_public_ipv4,13036,37.48.32,,,false,,7231287.693999999,,,{},,,,,,,,
Pb2f39662-e5ef-4a25-b340-aeabad98fe2b,Oc0821836-de14-4ec5-9016-37db5513f412,2015-06-01 05:16:49,WLAN,WLAN,50.04320432043205,14.3306342780027,,65.0,,,,,,22881,43499,2.970129,,CZ.NIC,7,3,iOS,iPad mini 2G WiFi,1.3.8,,,,nat_local_to_public_ipv4,29321,109.239.78,,,false,,7220023.818,,,{},,,,,,,,
Pf13bf769-bbff-4e8d-a003-f0fab0030ec2,Oe519c651-6b5d-4f15-9c5e-61828bab8831,2015-06-01 05:18:09,WLAN,WLAN,50.05760576057606,14.558704453441296,,50.0,,,,,,1986,193,34.820354,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,,nat_local_to_public_ipv4,5610,194.228.32,,,false,,7229027.521,,,{},,,,,,,,
P3bc85615-6efd-49a9-9219-55b28a2ae7c3,O9b8c9cbb-caa2-4094-bbf4-16dd82b1a58d,2015-06-01 05:22:44,WLAN,WLAN,49.9456677,14.5337611,network,28.76300048828125,,,,,,10084,8806,65.688387,,CZ.NIC,7,3,Android,Sony Xperia Z1 Compact (D5503),2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,62099,185.47.223,,,false,-72,7227058.495,1489,18218,{},,,,,,,,
P4a1908b1-8a3e-4ffc-af02-2e6305ec9365,O3a5ab752-c67d-4276-93d6-f1c31c927ac4,2015-06-01 05:30:17,4G,LTE,49.76777677767777,18.452091767881242,,1414.578415568486,,,,,,24594,551,39.890375,,CZ.NIC,7,3,iOS,"iPhone7,1",1.3.8,,,230-01,nat_local_to_public_ipv4,13036,37.48.46,,,false,,7224984.728999999,,,{},,,,,,,,
P3eca53dd-85ae-4277-86ec-9781e4f32f2a,O2f630e51-ec80-4efc-81cb-cb7d5e0e2ad4,2015-06-01 05:30:21,WLAN,WLAN,49.2263571,15.8920169,network,42.816001892089844,,,,,,3288,4729,10.177344,,CZ.NIC,7,3,Android,Xiaomi China (2013023),2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,2852,195.113.207,,,false,-80,7230405.573,15707,38095,{},,,,,,,,
P80f7121d-ca9f-4c5b-a97d-1050c07dc8d8,O15cee36d-8b83-4b78-a736-5696ddd93e5c,2015-06-01 05:35:03,WLAN,WLAN,49.97085179,15.24007597,gps,6.0,,,,,,36881,3415,15.34658,,CZ.NIC,7,3,Android,Galaxy Note 3,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,25248,82.99.139,,,false,-63,7222659.195,21347,18238,{},,,,,,,,
P80f7121d-ca9f-4c5b-a97d-1050c07dc8d8,O15cee36d-8b83-4b78-a736-5696ddd93e5c,2015-06-01 05:35:03,WLAN,WLAN,49.97085179,15.24007597,gps,6.0,,,,,,36881,3415,15.34658,,CZ.NIC,7,3,Android,Galaxy Note 3,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,25248,82.99.139,,,false,-63,7222659.195,28298,18238,{},,,,,,,,
P80f7121d-ca9f-4c5b-a97d-1050c07dc8d8,O15cee36d-8b83-4b78-a736-5696ddd93e5c,2015-06-01 05:35:03,WLAN,WLAN,49.97085179,15.24007597,gps,6.0,,,,,,36881,3415,15.34658,,CZ.NIC,7,3,Android,Galaxy Note 3,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,25248,82.99.139,,,false,-63,7222659.195,25362,18238,{},,,,,,,,
P80f7121d-ca9f-4c5b-a97d-1050c07dc8d8,O6392bfc8-86fc-4e65-a7db-65991a4b2d1d,2015-06-01 05:35:43,WLAN,WLAN,49.97086299,15.24007708,gps,6.0,,,,,,36907,1705,9.699857,,CZ.NIC,7,3,Android,Galaxy Note 3,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,25248,82.99.139,,,false,-64,7222268.659,21347,18238,{},,,,,,,,
P80f7121d-ca9f-4c5b-a97d-1050c07dc8d8,O6392bfc8-86fc-4e65-a7db-65991a4b2d1d,2015-06-01 05:35:43,WLAN,WLAN,49.97086299,15.24007708,gps,6.0,,,,,,36907,1705,9.699857,,CZ.NIC,7,3,Android,Galaxy Note 3,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,25248,82.99.139,,,false,-64,7222268.659,28298,18238,{},,,,,,,,
P02704c95-3e3e-4e7b-bb6d-fd053b96edcc,O44047def-9915-4072-9a02-eec1c220efd8,2015-06-01 05:40:23,4G,LTE,49.2269467,17.6570217,network,47.62699890136719,,,,,,25610,1729,40.261909,-106,CZ.NIC,7,3,Android,Galaxy S5 (SM-G900F),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.48,,,false,,7224341.6790000005,17968140,46500,{},,,,,,,,
P02704c95-3e3e-4e7b-bb6d-fd053b96edcc,O5111f535-34d7-48d5-a672-e412c709c0f7,2015-06-01 05:40:59,4G,LTE,49.2267872,17.6570985,network,119.28900146484375,,,,,,26878,3221,39.955498,-107,CZ.NIC,7,3,Android,Galaxy S5 (SM-G900F),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.48,,,false,,7224777.107,17968140,46500,{},,,,,,,,
P02704c95-3e3e-4e7b-bb6d-fd053b96edcc,Oaaeb5f50-0a09-4675-9db3-d7c8e14deefe,2015-06-01 05:43:45,4G,LTE,49.22712823,17.65651185,gps,9.0,,,,,,34816,5040,39.625131,-98,CZ.NIC,7,3,Android,Galaxy S5 (SM-G900F),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.48,,,false,,7238789.852,17968140,46500,{},,,,,,,,
P670357b4-1867-4c93-a279-22f3fa6aa1a1,Oc687f821-3fbc-4e88-9018-f842d255ff2c,2015-06-01 05:45:42,WLAN,WLAN,50.05300022788998,14.399256388246604,gps,48.0,,,,,,29738,9622,9.448483,,CZ.NIC,7,3,Android,Huawei U9200 (U9200),2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,48926,178.248.249,,,false,-51,7224353.819,118687,38200,{},,,,,,,,
Pbdd6591f-d623-497c-a889-2fb5a43e4b36,O1c32fb4c-76e2-4401-bf41-6cf7d4ef9a84,2015-06-01 05:51:14,WLAN,WLAN,50.013501350135016,14.543859649122806,,10.0,,,,,,71482,60151,3.671939,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,,no_nat_ipv6,35236,2a00:1238::,,,false,,7220580.679,,,{},,,,,,,,
P23174ceb-d299-4ab6-a41c-214aa149e5a9,O45c83b71-face-44f0-a3bc-e2ad465594b7,2015-06-01 05:51:14,3G,HSPA+,49.58046723,17.22747258,gps,3.0,,,,,,24150,3837,39.572223,,CZ.NIC,7,3,Android,Sony Xperia Z3 Compact (D5803),2.0.41-CZ_0.9.8-master,230-02,"O2 - CZ ",230-02,nat_public_to_public_ipv4,5610,37.188.135,,,false,-77,7223904.397,242590185,1719,{},,,,,,,,
P670357b4-1867-4c93-a279-22f3fa6aa1a1,O42301555-9707-4cf2-a9d7-21dce949a892,2015-06-01 05:53:30,WLAN,WLAN,50.053256706933404,14.399052314795515,gps,48.0,,,,,,29711,9578,10.437669,,CZ.NIC,7,3,Android,Huawei U9200 (U9200),2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,48926,178.248.249,23636,8775,false,-49,7223687.373,118687,38200,{},,,,,,,,
P23174ceb-d299-4ab6-a41c-214aa149e5a9,O9a649257-9c1b-4a1b-850b-bd398b751969,2015-06-01 05:54:14,3G,HSPA+,49.58852899,17.23050883,gps,7.0,,,,,,13249,3818,33.482764,,CZ.NIC,7,3,Android,Sony Xperia Z3 Compact (D5803),2.0.41-CZ_0.9.8-master,230-02,"O2 - CZ ",230-02,nat_public_to_public_ipv4,5610,37.188.135,,,false,-59,7223345.196,242590281,1719,{},,,,,,,,
P670357b4-1867-4c93-a279-22f3fa6aa1a1,O0406290a-fbf4-4704-8223-2b27b4773cfd,2015-06-01 05:57:00,WLAN,WLAN,50.053264,14.3990617,network,20.0,,,,,,29692,9779,8.062221,,CZ.NIC,7,3,Android,Huawei U9200 (U9200),2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,48926,178.248.249,,,false,-51,7224201.798,118687,38200,{},,,,,,,,
P23174ceb-d299-4ab6-a41c-214aa149e5a9,O4f3ebfd6-9ddd-4bb5-872a-6dc41880f756,2015-06-01 05:58:03,3G,HSPA+,49.59042323,17.23445997,gps,3.0,,,,,,14805,3211,54.987369,,CZ.NIC,7,3,Android,Sony Xperia Z3 Compact (D5803),2.0.41-CZ_0.9.8-master,230-02,"O2 - CZ ",230-02,nat_public_to_public_ipv4,5610,37.188.135,,,false,-63,7224862.481,242590279,1719,{},,,,,,,,
P0625f821-34f8-4aab-a344-8983bd6ff4ce,O5b127c15-d738-4ecb-94fd-0383f20f092e,2015-06-01 05:58:05,WLAN,WLAN,,,,,,,,,,22508,4813,8.609986,,CZ.NIC,7,3,Android,Galaxy Express2,2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,196735,188.75.128,,,false,-51,7221669.984,18251,38800,{},,,,,,,,
P3e612f20-138f-44e2-83d6-e243d041333d,O56be3203-d5e0-4264-85de-c656875c326b,2015-06-01 06:04:31,WLAN,WLAN,,,,,,,,,,13704,13691,20.152603,,CZ.NIC,7,3,Android,LGE LG G3 (LG-D855),2.0.41-CZ_0.9.10-master,,,,nat_local_to_public_ipv4,41824,217.117.213,,,false,-67,7222958.057,264822111,14428,{},,,,,,,,
P82c4f3f3-b829-4278-bd2a-c1d3215ebf95,O8688f48b-b972-4957-a5f0-e5769e7cf55e,2015-06-01 06:06:07,WLAN,WLAN,50.6703925,14.0185903,network,67.3270034790039,,,,,,56634,59525,6.442307,,CZ.NIC,7,3,Android,Lenovo Mobile IdeaTab S6000 (IdeaTab S6000-H),2.0.41-CZ_0.9.10-master,,,,no_nat_ipv6,6830,2a01:5e0:19::,26974,32966,true,-53,7221356.165999999,,,{362},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,Ocba0eb5b-8916-4803-a31f-051661def249,2015-06-01 06:11:42,4G,LTE,49.18632882,16.73031982,gps,3.0,,,,,,18737,5155,25.604749,-100,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,false,,7222702.456,18034188,20000,{},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,Odb7da152-6d45-4818-9a5c-35e6929d1faf,2015-06-01 06:12:15,4G,LTE,49.18442189,16.72013002,gps,3.0,,,,,,52014,12401,24.827961,-98,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,false,,7222412.714,18034188,20000,{},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,O070bfc21-563c-4d0c-81b1-d43d78cc84b1,2015-06-01 06:12:46,4G,LTE,49.18345349,16.70839861,gps,4.0,,,,,,51196,4071,27.307306,-108,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,false,,7223055.399,18034188,20000,{},,,,,,,,
Pa8c953e8-9eaf-4e12-9b10-ce31e90b2d12,O20ae53c1-57ba-490c-bba2-1234a9431002,2015-06-01 06:13:17,4G,LTE,49.18440837,16.6968787,gps,3.0,,,,,,39613,12575,27.06103,-94,CZ.NIC,7,3,Android,D6603,2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.39,,,false,,7222894.918,18034188,20000,{},,,,,,,,
Pdf04dea8-7314-4edc-8ee3-ce3a89ca53e4,Oa8b1102a-13a3-4afa-a42f-194e18c1568c,2015-06-01 06:16:03,4G,LTE,49.72420677,13.33445539,gps,8.0,,,,,,4641,395,51.528315,-112,CZ.NIC,7,3,Android,HTC One Mini (HTC One mini),2.0.41-CZ_0.9.10-master,230-02,"O2 - CZ ",230-02,nat_public_to_public_ipv4,5610,37.188.143,,,true,,7228415.581,204976897,65534,{411},,,,,,,,
P68336ebd-d643-4860-bfb9-dd3b15b9e494,Odd053a97-991a-4d0a-9bbe-ede24b917d75,2015-06-01 06:17:05,2G/3G,2G/3G,,,,,,,,,,4880,1756,43.742962,,CZ.NIC,7,3,Android,Coolpad7320,2.0.41-CZ_0.9.10-master,230-02,O2-CZ,230-02,nat_public_to_public_ipv4,5610,37.188.231,,,false,-111,7248380.435,5083,1511,{},,,,,,,,
P68336ebd-d643-4860-bfb9-dd3b15b9e494,Odd053a97-991a-4d0a-9bbe-ede24b917d75,2015-06-01 06:17:05,2G/3G,2G/3G,,,,,,,,,,4880,1756,43.742962,,CZ.NIC,7,3,Android,Coolpad7320,2.0.41-CZ_0.9.10-master,230-02,O2-CZ,230-02,nat_public_to_public_ipv4,5610,37.188.231,,,false,-111,7248380.435,235999260,3511,{},,,,,,,,
P68336ebd-d643-4860-bfb9-dd3b15b9e494,Odd053a97-991a-4d0a-9bbe-ede24b917d75,2015-06-01 06:17:05,2G/3G,2G/3G,,,,,,,,,,4880,1756,43.742962,,CZ.NIC,7,3,Android,Coolpad7320,2.0.41-CZ_0.9.10-master,230-02,O2-CZ,230-02,nat_public_to_public_ipv4,5610,37.188.231,,,false,-111,7248380.435,5135,1511,{},,,,,,,,
Pd68405b3-3719-4336-9ecd-92f088c4dec0,Od77974c3-b0cf-4121-93eb-6e5d633d0fa7,2015-06-01 06:17:52,WLAN,WLAN,50.024302430243026,14.437246963562753,,65.0,,,,,,29027,1031,10.287787,,CZ.NIC,7,3,iOS,iPhone 5c,1.3.8,,,,nat_local_to_public_ipv4,6830,94.112.32,,,false,,7226081.955,,,{},,,,,,,,
Pefe0c6f1-f7fd-4954-a4c4-1f20e7746cdc,O540ba0b3-0a17-4951-8edb-1c96b3c1354c,2015-06-01 06:19:15,3G,HSPA+,,,,,,,,,,2198,654,27.917262,,CZ.NIC,7,3,Android,Huawei Y330-U01 (HUAWEI Y330-U01),2.0.41-CZ_0.9.10-master,230-03,Vodafone CZ,230-03,nat_local_to_public_ipv4,16019,46.135.32,,,false,-107,7228026.627,646927,32100,{},,,,,,,,
Pec1e41ee-1768-4333-aaee-4f9b90e46894,Ocbf1607b-f5f3-45fb-a863-203f1734b7a5,2015-06-01 06:22:57,3G,UMTS,50.41854185418542,14.93927125506073,,2005.161714184906,,,,,,9423,952,49.846207,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,230-01,nat_local_to_public_ipv4,13036,37.48.34,,,false,,7233936.93,,,{},,,,,,,,
Pfd2ff56d-627a-434f-a821-590161f358ea,Obc64a0f6-6346-47d5-b52e-3df3d86d06e9,2015-06-01 06:29:16,3G,HSPA+,,,,,,,,,,6376,2219,61.079443,,CZ.NIC,7,3,Android,Galaxy Nexus (Galaxy Nexus),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.40,6361,1615,false,-73,7225694.507,6734730,17250,{},,,,,,,,
Pfd2ff56d-627a-434f-a821-590161f358ea,O356dc181-80eb-4865-b5b9-665d306a8886,2015-06-01 06:30:41,3G,HSPA+,,,,,,,,,,4995,2110,63.887046,,CZ.NIC,7,3,Android,Galaxy Nexus (Galaxy Nexus),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.40,2374,1212,false,-77,7229769.223,6734730,17250,{},,,,,,,,
P5cdcd4d9-18a4-4787-9fe6-2d5ecc26032c,Oc706dc4d-0836-41a9-b3d2-930a5474d0cd,2015-06-01 06:32:28,4G,LTE,50.0387579,14.4760679,network,36.83300018310547,,,,,,46680,25965,31.821661,-83,CZ.NIC,7,3,Android,Galaxy S5 (SM-G900F),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.47,,,false,,7223976.826,31485757,10000,{},,,,,,,,
P5cdcd4d9-18a4-4787-9fe6-2d5ecc26032c,Oc706dc4d-0836-41a9-b3d2-930a5474d0cd,2015-06-01 06:32:28,4G,LTE,50.0387579,14.4760679,network,36.83300018310547,,,,,,46680,25965,31.821661,-83,CZ.NIC,7,3,Android,Galaxy S5 (SM-G900F),2.0.41-CZ_0.9.10-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.47,,,false,,7223976.826,31485764,10000,{},,,,,,,,
