open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,region,municipality,settlement,whitespot,zip_code,download_kbit,upload_kbit,ping_ms,lte_rsrp,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength,speed_test_duration_ms,cell_id,lac,tags,tcp_open,tcp_total,udp_open,udp_total,packet_loss_down,packet_loss_up,peak_down_kbit,peak_up_kbit
Peba04ec8-a2db-4da3-b4c3-49bbf8035595,Od76b67fe-0826-4b5e-9447-0401ca395c8c,2015-10-01 00:03:57,WLAN,WLAN,50.65886588658866,13.832658569500675,,2793.0,,,,,,20474,2031,25.50358,,CZ.NIC,7,3,iOS,iPhone 5,1.3.8,,,,no_nat_ipv6,5610,2a00:1028:8d1a::,,,false,,7231377.604,,,{},,,,,,,,
P2e7d8ebe-fb3e-484f-a6aa-80b517c15126,Oee0a65d9-1543-43d0-82bb-5e750b7606ea,2015-10-01 00:35:39,WLAN,WLAN,,,,,,,,,,14720,2998,13.749532,,CZ.NIC,7,3,Android,D6633,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,34040,62.204.248,,,false,-48,7222363.381,265438158,1612,{},,,,,,,,
P2e7d8ebe-fb3e-484f-a6aa-80b517c15126,O8fd51c22-4c59-4250-bf4e-0f30af56e37b,2015-10-01 00:37:21,WLAN,WLAN,,,,,,,,,,15187,2837,33.889085,,CZ.NIC,7,3,Android,D6633,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,34040,62.204.248,,,false,-30,7223261.131,265438158,1612,{},,,,,,,,
Pc54232c0-10db-44a0-bbfe-36700920dfa5,O8b8c4c06-87f6-4bc6-bc61-96e0a1bcae2a,2015-10-01 01:11:38,WLAN,WLAN,50.0531748,14.5036279,network,37.5,,,,,,36406,7898,9.627121,,CZ.NIC,7,3,Android,Huawei P7-L10,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,6830,89.176.158,,,false,-56,7223461.415,10310145,1146,{},,,,,,,,
P9a164c12-0fe2-4512-a012-ec9aa091969f,Oa6244d28-5f7f-4a88-b30c-3e88e6eef5ec,2015-10-01 03:20:22,WLAN,WLAN,50.03946193,14.71194328,gps,8.0,,,,,,19547,3136,9.065412,,CZ.NIC,7,3,Android,Galaxy S4 LTE,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,199490,185.14.232,10564,3203,false,-54,7223963.4059999995,31524108,10112,{},,,,,,,,
P9a164c12-0fe2-4512-a012-ec9aa091969f,O18a5a337-98ea-45bb-ad54-bdd98fbc2486,2015-10-01 03:23:46,WLAN,WLAN,50.03943315,14.71193199,gps,27.0,,,,,,19137,3395,7.743568,,CZ.NIC,7,3,Android,Galaxy S4 LTE,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,199490,185.14.232,,,false,-58,7223431.701,31524108,10112,{},,,,,,,,
P4674e6c7-2447-4b91-b349-7a6d7550e46b,Oc82548fa-88b8-49da-b644-b30e2881a368,2015-10-01 03:24:15,WLAN,WLAN,50.71749296,14.55635952,gps,11.0,,,,,,4342,1786,6.459304,,CZ.NIC,7,3,Android,Sony Xperia Z1 Compact (D5503),2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,25512,82.202.78,4041,2145,false,-72,7222058.179,123018497,1515,{},,,,,,,,
P9a164c12-0fe2-4512-a012-ec9aa091969f,O22ada2a6-10e1-469f-9fb2-6c302d90260f,2015-10-01 03:44:28,WLAN,WLAN,50.03946206,14.71181638,gps,15.0,,,,,,20590,2724,7.926002,,CZ.NIC,7,3,Android,Galaxy S4 LTE,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,199490,185.14.232,,,false,-45,7223066.852,31524108,10112,{},,,,,,,,
P9a164c12-0fe2-4512-a012-ec9aa091969f,O55b29299-8b5e-4e9a-ba97-909a53bc77ac,2015-10-01 04:21:49,WLAN,WLAN,50.03954367,14.71203924,gps,16.0,,,,,,20028,3389,8.29893,,CZ.NIC,7,3,Android,Galaxy S4 LTE,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,199490,185.14.232,3713,3346,false,-48,7224058.33,31524108,10112,{},,,,,,,,
Pdda2a890-9c7a-44c1-9181-17f58faa3f52,O2e6b7c18-7f59-4972-9aed-4c74f1d1e434,2015-10-01 04:33:38,3G,HSPA+,49.54065617,18.21617827,gps,6.0,,,,,,6568,2537,42.860573,,CZ.NIC,7,3,Android,E2303,2.0.41-CZ_0.9.13-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.48,,,false,-81,7227795.505,242605943,29510,{},,,,,,,,
Pdda2a890-9c7a-44c1-9181-17f58faa3f52,Ocab482f3-3a00-44d7-aa97-5dec5748f850,2015-10-01 04:43:04,4G,LTE,49.54210968,18.22443589,gps,6.0,,,,,,2763,65,49.07179,-113,CZ.NIC,7,3,Android,E2303,2.0.41-CZ_0.9.13-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.48,,,false,,7232201.063,17956108,45450,{},,,,,,,,
P66f87d50-fab8-4810-b915-c9818c1a786d,Of4294a9e-c159-464d-b942-8f43fb62b621,2015-10-01 04:51:33,WLAN,WLAN,49.27812781278128,13.908232118758434,,165.6415594411529,,,,,,16374,8912,17.382675,,CZ.NIC,7,3,iOS,"iPhone7,2",1.3.8,,,,nat_local_to_public_ipv4,44489,178.255.168,,,false,,7220975.916,,,{},,,,,,,,
P84fab918-8aa6-4396-8a2a-e3076353c214,O7af430c4-b6a5-4047-a548-af9537f20d19,2015-10-01 04:55:07,WLAN,WLAN,50.4025174,14.134399,network,27.232999801635742,,,,,,11376,1990,39.521952,,CZ.NIC,7,3,Android,Huawei P7-L10,2.0.41-CZ_0.9.13-master,,,,no_nat_ipv6,5610,2a00:1028:83b0::,,,false,-61,7225124.891000001,82946,39700,{},,,,,,,,
Pd759f0ce-c9eb-41b4-a85b-8a886d92f37d,O4251106b-f29d-4b05-90aa-f50c9f96fd26,2015-10-01 05:00:14,4G,LTE,49.3916069,13.2963393,network,91.5,,,,,,31247,22691,22.506068,-70,CZ.NIC,7,3,Android,LGE LG G3 (LG-D855),2.0.41-CZ_0.9.13-master,230-01,T-Mobile CZ,230-01,nat_local_to_public_ipv4,13036,37.48.40,,,false,,7222366.944,220175627,40210,{},,,,,,,,
P3400250f-5704-427e-8d8c-388e37f575f2,Ob008488d-61ba-493e-ad5c-026d8366a794,2015-10-01 05:03:52,WLAN,WLAN,,,,,,,,,,3489,547,13.990458,,CZ.NIC,7,3,Android,Xiaomi HM 1SC (HM 1SW),2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,6830,77.48.157,,,false,-83,7223440.567,2748,1223,{},,,,,,,,
Pe99f043a-dfae-4dc9-b088-837759b286aa,Oefd749e1-51fc-4f5f-89eb-5a1aa38f3b99,2015-10-01 05:10:04,WLAN,WLAN,,,,,,,,,,3782,1890,8.752268,,CZ.NIC,7,3,Android,Sony Xperia Z1,2.0.41-CZ_0.9.13-master,,,,nat_local_to_public_ipv4,2852,195.113.192,,,false,-54,7223282.704,26212,24626,{},,,,,,,,
